datetime,open,high,low,close,volume
2026-04-27 21:00:00,4681.63065,4682.49051,4681.63065,4682.11624,0
2026-04-27 22:00:00,4682.25617,4690.1568,4682.10168,4687.8438,0
2026-04-27 23:00:00,4687.87015,4694.95621,4687.30657,4692.72732,0
2026-04-28 00:00:00,4692.89123,4701.06814,4691.48065,4691.48065,0
2026-04-28 01:00:00,4691.70224,4691.70224,4669.05166,4671.34664,0
2026-04-28 02:00:00,4670.72783,4680.59538,4666.69598,4669.3098,0
2026-04-28 03:00:00,4669.34787,4676.14423,4669.18803,4671.31354,0
2026-04-28 04:00:00,4671.13354,4671.36918,4666.63553,4667.76168,0
2026-04-28 05:00:00,4667.89441,4667.89441,4625.52005,4633.34177,0
2026-04-28 06:00:00,4633.43196,4641.43938,4621.14554,4628.82534,0
2026-04-28 07:00:00,4628.55264,4638.27695,4622.99127,4632.18096,0
2026-04-28 08:00:00,4632.18739,4634.47199,4617.46466,4629.73865,0
2026-04-28 09:00:00,4629.76683,4629.81179,4603.08824,4605.66915,0
2026-04-28 10:00:00,4605.74035,4616.60161,4602.67022,4605.21313,0
2026-04-28 11:00:00,4604.94309,4608.81967,4557.2585,4562.48149,0
2026-04-28 12:00:00,4562.61028,4600.01268,4555.69938,4593.7365,0
2026-04-28 13:00:00,4593.50219,4593.8993,4572.78287,4580.03472,0
2026-04-28 14:00:00,4579.74785,4580.01077,4558.29421,4570.41793,0
2026-04-28 15:00:00,4571.44351,4585.29005,4566.68846,4584.73992,0
2026-04-28 16:00:00,4584.68025,4593.95056,4578.24166,4592.65477,0
2026-04-28 17:00:00,4592.5914,4600.7996,4587.53108,4594.73703,0
2026-04-28 18:00:00,4594.68403,4599.90288,4590.59973,4594.99056,0
2026-04-28 19:00:00,4594.97685,4599.74944,4593.79965,4595.0782,0
2026-04-28 20:00:00,4594.87345,4598.3613,4591.78797,4596.47098,0
2026-04-28 21:00:00,4596.3843,4597.18885,4595.18623,4595.60018,0
2026-04-28 22:00:00,4595.98767,4600.80243,4592.32097,4594.14521,0
2026-04-28 23:00:00,4594.17725,4596.64243,4588.13578,4596.02874,0
2026-04-29 00:00:00,4596.25394,4609.97231,4596.01066,4600.74007,0
2026-04-29 01:00:00,4600.79903,4600.79903,4578.38785,4583.19456,0
2026-04-29 02:00:00,4583.96762,4603.0855,4582.95784,4593.49408,0
2026-04-29 03:00:00,4593.53421,4602.69344,4592.49966,4595.64748,0
2026-04-29 04:00:00,4595.57921,4605.76779,4595.57921,4604.93424,0
2026-04-29 05:00:00,4604.90783,4606.19262,4591.99439,4592.3138,0
2026-04-29 06:00:00,4592.23074,4601.67982,4581.72647,4584.86058,0
2026-04-29 07:00:00,4584.77642,4590.10327,4566.54324,4568.14758,0
2026-04-29 08:00:00,4568.54669,4576.86489,4558.25675,4575.52366,0
2026-04-29 09:00:00,4575.87925,4581.7312,4552.64013,4555.89739,0
2026-04-29 10:00:00,4555.83118,4576.57658,4555.80866,4568.07927,0
